asset_id,asset_type,segment,business_criticality,data_sensitivity,internet_exposed,privileged_access,cvss_score,epss_score,known_exploited,kev_ransomware,kev_age_days,kev_overdue,patch_age_days,open_ports,failed_logins_7d,external_alerts_30d,edr_coverage,risk_score,risk_label
A04417,database,server_lan,high,internal,0,0,7.8,0.48,0,0,0,0,53,4,5,1,full,15.9,low
A04418,server,cloud,high,internal,1,0,9.5,0.404,0,0,0,0,722,8,16,1,full,58.7,high
A04419,server,user_lan,medium,internal,0,1,7.5,0.224,0,0,0,0,3,9,4,3,partial,58.6,high
A04420,database,ot,low,restricted,0,0,6.6,0.247,1,1,335,1,43,7,13,4,full,57.1,high
A04421,workstation,dmz,critical,restricted,0,1,6.2,0.155,0,0,0,0,569,4,7,0,partial,47.8,medium
A04422,server,dmz,medium,confidential,0,1,6.6,0.193,0,0,0,0,0,7,11,0,partial,45.1,medium
A04423,web_app,user_lan,medium,restricted,1,0,9.1,0.556,1,1,193,1,607,10,21,5,full,96.0,critical
A04424,server,server_lan,critical,restricted,0,0,7.6,0.26,0,0,0,0,594,9,8,0,full,41.2,medium
A04425,web_app,user_lan,low,internal,1,0,6.0,0.31,0,0,0,0,668,8,20,6,full,44.4,medium
A04426,workstation,cloud,medium,public,1,1,2.7,0.081,0,0,0,0,22,7,21,2,partial,35.8,medium
A04427,server,dmz,low,confidential,1,0,7.9,0.161,0,0,0,0,33,2,23,6,full,49.8,medium
A04428,server,user_lan,low,confidential,1,0,8.2,0.296,0,0,0,0,238,14,20,4,partial,57.3,high
A04429,server,user_lan,medium,internal,0,0,7.2,0.18,0,0,0,0,638,5,10,0,full,25.1,medium
A04430,server,cloud,high,restricted,0,1,5.7,0.442,0,0,0,0,290,5,13,1,full,42.2,medium
A04431,workstation,user_lan,medium,internal,0,1,4.4,0.157,0,0,0,0,725,2,3,1,full,20.6,low
A04432,cloud_vm,server_lan,high,restricted,1,0,4.6,0.167,0,0,0,0,25,9,17,3,full,56.9,high
A04433,cloud_vm,user_lan,high,confidential,1,0,6.5,0.221,0,0,0,0,412,14,24,4,partial,65.4,high
A04434,workstation,user_lan,high,public,1,0,5.8,0.284,0,0,0,0,578,8,20,3,partial,76.8,critical
A04435,database,cloud,low,restricted,1,1,7.7,0.326,0,0,0,0,43,12,23,10,full,63.7,high
A04436,database,user_lan,high,confidential,0,0,6.8,0.345,0,0,0,0,593,6,9,3,full,22.6,low
A04437,cloud_vm,server_lan,low,confidential,1,0,8.7,0.387,0,0,0,0,35,7,17,8,full,54.4,high
A04438,server,cloud,high,confidential,1,0,5.0,0.424,0,0,0,0,55,11,29,2,partial,84.0,critical
A04439,workstation,user_lan,medium,public,0,0,3.9,0.471,0,0,0,0,12,7,3,0,full,0.0,low
A04440,workstation,server_lan,high,public,1,0,5.7,0.139,0,0,0,0,430,9,19,3,full,39.7,medium
A04441,server,user_lan,low,public,1,1,4.9,0.143,0,0,0,0,487,6,14,3,partial,40.3,medium
A04442,workstation,ot,high,public,1,0,6.2,0.261,0,0,0,0,171,9,21,5,none,54.1,high
A04443,cloud_vm,user_lan,low,internal,1,0,7.3,0.676,0,0,0,0,51,9,23,3,partial,53.7,high
A04444,cloud_vm,server_lan,low,internal,0,1,6.3,0.319,0,0,0,0,51,5,5,1,full,43.2,medium
A04445,server,user_lan,medium,public,0,1,3.6,0.354,0,0,0,0,37,1,8,2,full,19.7,low
A04446,workstation,server_lan,medium,internal,0,1,4.2,0.192,0,0,0,0,46,4,5,0,full,9.0,low
A04447,workstation,user_lan,high,internal,0,0,6.3,0.42,0,0,0,0,92,4,8,1,full,26.1,medium
A04448,database,user_lan,high,internal,0,0,7.7,0.349,0,0,0,0,13,3,8,0,partial,24.8,medium
A04449,database,server_lan,medium,restricted,0,1,6.6,0.617,0,0,0,0,33,9,10,2,full,33.7,medium
A04450,server,server_lan,high,restricted,0,0,5.3,0.291,0,0,0,0,19,2,11,2,full,34.9,medium
A04451,cloud_vm,ot,high,confidential,0,0,3.5,0.142,0,0,0,0,43,4,8,1,none,54.3,high
A04452,firewall,server_lan,critical,public,0,0,3.1,0.131,0,0,0,0,703,3,9,1,full,31.8,medium
A04453,web_app,cloud,low,confidential,1,0,5.5,0.29,0,0,0,0,23,10,25,3,none,59.8,high
A04454,web_app,user_lan,medium,public,1,1,7.2,0.525,1,1,617,1,24,7,27,8,partial,89.0,critical
A04455,database,user_lan,high,confidential,0,1,8.5,0.578,0,0,0,0,174,2,13,3,full,47.0,medium
A04456,workstation,dmz,low,restricted,0,0,4.6,0.247,0,0,0,0,231,3,4,3,full,25.2,medium
A04457,server,server_lan,low,internal,0,0,7.5,0.421,0,0,0,0,46,8,11,2,full,28.4,medium
A04458,web_app,server_lan,low,restricted,0,0,4.4,0.209,0,0,0,0,572,10,3,1,full,25.7,medium
A04459,server,user_lan,medium,confidential,0,1,7.2,0.297,0,0,0,0,27,5,9,0,full,32.8,medium
A04460,cloud_vm,ot,medium,internal,0,1,3.8,0.184,0,0,0,0,41,1,7,1,none,18.7,low
A04461,workstation,cloud,high,public,0,0,8.0,0.195,0,0,0,0,363,1,5,0,full,31.9,medium
A04462,workstation,dmz,medium,confidential,1,0,8.4,0.233,0,0,0,0,51,8,18,2,partial,56.7,high
A04463,workstation,server_lan,high,internal,1,0,3.4,0.454,0,0,0,0,690,11,22,3,partial,72.9,critical
A04464,firewall,server_lan,low,public,1,1,7.1,0.34,0,0,0,0,299,9,20,9,none,85.8,critical
A04465,server,ot,high,public,1,0,4.9,0.065,0,0,0,0,96,15,18,6,none,58.2,high
A04466,server,server_lan,high,restricted,1,1,7.1,0.166,0,0,0,0,44,8,17,2,full,54.2,high
A04467,server,server_lan,low,internal,1,0,8.6,0.162,0,0,0,0,41,8,8,3,full,47.0,medium
A04468,web_app,user_lan,low,restricted,0,0,5.1,0.277,0,0,0,0,58,3,7,0,partial,11.2,low
A04469,firewall,user_lan,medium,confidential,1,0,7.4,0.275,0,0,0,0,688,4,22,5,full,50.7,medium
A04470,server,server_lan,critical,internal,0,1,3.5,0.164,0,0,0,0,62,5,9,2,full,51.0,medium
A04471,cloud_vm,user_lan,medium,internal,1,0,6.1,0.427,0,0,0,0,203,14,22,4,partial,47.5,medium
A04472,workstation,dmz,low,confidential,0,1,8.1,0.262,0,0,0,0,21,5,10,0,full,35.0,medium
A04473,web_app,dmz,low,internal,1,1,4.5,0.459,0,0,0,0,12,10,22,0,full,50.6,medium
A04474,server,dmz,low,public,1,0,4.9,0.411,0,0,0,0,10,13,24,2,full,30.0,medium
A04475,database,server_lan,medium,internal,0,1,8.1,0.548,0,0,0,0,24,7,6,3,partial,39.0,medium
A04476,web_app,ot,high,restricted,1,0,4.8,0.204,0,0,0,0,61,15,23,4,none,92.3,critical
A04477,database,user_lan,medium,confidential,0,1,7.6,0.213,0,0,0,0,359,4,7,0,partial,45.7,medium
A04478,server,cloud,high,internal,0,1,6.1,0.578,0,0,0,0,666,4,10,1,full,53.2,high
A04479,cloud_vm,server_lan,low,internal,0,1,8.8,0.362,0,0,0,0,432,5,8,1,full,28.5,medium
A04480,firewall,user_lan,medium,internal,1,0,4.1,0.57,1,0,248,1,55,9,22,5,full,51.5,high
A04481,workstation,ot,high,confidential,0,1,8.0,0.406,0,0,0,0,21,6,7,0,partial,47.0,medium
A04482,web_app,server_lan,high,public,1,0,7.3,0.272,0,0,0,0,33,13,20,5,full,56.2,high
A04483,cloud_vm,ot,high,restricted,1,0,6.4,0.284,0,0,0,0,435,11,22,3,partial,80.5,critical
A04484,workstation,user_lan,low,restricted,1,0,7.7,0.465,0,0,0,0,468,7,22,3,full,56.5,high
A04485,cloud_vm,cloud,medium,internal,1,0,5.2,0.593,0,0,0,0,675,15,22,0,full,61.3,high
A04486,workstation,server_lan,high,restricted,1,0,5.4,0.261,0,0,0,0,370,5,18,4,partial,70.3,high
A04487,cloud_vm,user_lan,low,confidential,0,0,4.9,0.325,0,0,0,0,111,7,8,2,full,12.9,low
A04488,server,user_lan,high,confidential,0,0,7.9,0.56,0,0,0,0,47,4,6,1,full,33.6,medium
A04489,workstation,ot,medium,public,0,0,5.5,0.283,0,0,0,0,42,5,10,0,none,11.6,low
A04490,database,ot,low,restricted,1,1,5.3,0.299,0,0,0,0,142,9,20,5,full,41.3,medium
A04491,database,server_lan,high,internal,0,0,8.6,0.261,1,0,235,1,165,7,7,4,full,40.6,medium
A04492,cloud_vm,ot,high,confidential,1,1,5.3,0.398,0,0,0,0,29,10,22,7,partial,96.7,critical
A04493,firewall,cloud,critical,internal,1,0,5.7,0.397,0,0,0,0,40,3,20,5,full,59.9,high
A04494,server,user_lan,critical,internal,1,0,7.6,0.184,0,0,0,0,39,6,22,2,full,64.1,high
A04495,workstation,dmz,low,restricted,1,0,8.0,0.394,0,0,0,0,21,8,23,5,partial,63.9,high
A04496,workstation,server_lan,high,internal,0,1,4.7,0.082,0,0,0,0,110,4,12,1,full,37.2,medium
A04497,database,dmz,critical,public,1,1,9.0,0.445,0,0,0,0,34,6,25,3,partial,79.2,critical
A04498,database,dmz,low,confidential,1,1,6.5,0.183,1,0,210,1,273,15,20,7,full,70.9,high
A04499,cloud_vm,ot,medium,internal,1,1,7.0,0.48,0,0,0,0,19,11,16,2,partial,56.8,high
A04500,cloud_vm,server_lan,critical,restricted,1,0,6.9,0.248,1,0,329,1,33,10,27,3,full,68.7,high
A04501,server,user_lan,low,restricted,0,0,5.7,0.406,0,0,0,0,553,8,7,3,full,33.1,medium
A04502,workstation,user_lan,critical,public,0,0,7.5,0.487,0,0,0,0,42,3,4,0,full,32.4,medium
A04503,web_app,user_lan,medium,confidential,0,0,8.7,0.318,0,0,0,0,193,2,11,1,full,21.3,low
A04504,database,server_lan,critical,restricted,0,1,5.2,0.426,0,0,0,0,27,5,7,1,full,40.6,medium
A04505,server,user_lan,medium,restricted,1,1,9.3,0.362,0,0,0,0,25,14,16,1,full,69.9,high
A04506,workstation,user_lan,high,internal,0,0,5.8,0.28,0,0,0,0,217,2,4,1,full,26.4,medium
A04507,workstation,user_lan,high,confidential,0,0,8.3,0.691,1,1,107,1,55,3,8,4,full,56.1,high
A04508,server,server_lan,low,confidential,1,1,3.3,0.386,0,0,0,0,22,15,26,3,full,51.8,high
A04509,cloud_vm,cloud,medium,public,0,0,2.3,0.118,0,0,0,0,219,6,6,0,full,4.2,low
A04510,workstation,dmz,critical,confidential,1,0,4.5,0.431,0,0,0,0,648,8,21,5,full,72.7,critical
A04511,web_app,user_lan,critical,internal,0,1,6.3,0.338,0,0,0,0,193,4,5,0,full,24.1,medium
A04512,database,user_lan,critical,internal,0,1,6.6,0.443,0,0,0,0,50,5,14,1,none,67.3,high
A04513,cloud_vm,server_lan,high,internal,0,1,4.0,0.577,0,0,0,0,34,3,3,1,partial,28.4,medium
A04514,server,cloud,medium,restricted,0,0,3.5,0.175,0,0,0,0,6,2,8,0,partial,15.0,low
A04515,server,server_lan,medium,internal,0,1,7.8,0.869,1,0,541,1,32,3,9,2,full,48.3,medium
A04516,workstation,ot,medium,internal,1,0,4.9,0.352,0,0,0,0,33,6,19,1,full,34.6,medium
A04517,workstation,cloud,medium,public,0,0,5.5,0.142,0,0,0,0,44,3,7,2,full,24.9,medium
A04518,workstation,server_lan,low,public,0,1,7.0,0.653,0,0,0,0,203,3,14,1,partial,40.4,medium
A04519,cloud_vm,server_lan,low,restricted,0,1,7.0,0.172,0,0,0,0,712,2,14,2,partial,30.8,medium
A04520,workstation,dmz,medium,internal,0,0,7.9,0.439,0,0,0,0,39,3,7,1,partial,25.0,medium
A04521,server,ot,medium,public,1,0,5.6,0.236,0,0,0,0,57,9,24,4,none,58.8,high
A04522,workstation,user_lan,medium,restricted,1,0,7.5,0.152,1,1,222,1,277,5,28,6,full,86.7,critical
A04523,cloud_vm,dmz,low,public,1,0,6.9,0.434,0,0,0,0,55,12,27,4,partial,66.5,high
A04524,cloud_vm,user_lan,high,internal,0,1,7.3,0.558,0,0,0,0,51,8,11,1,full,35.7,medium
A04525,web_app,dmz,critical,confidential,1,0,8.3,0.335,0,0,0,0,49,10,18,2,none,75.0,critical
A04526,database,user_lan,medium,confidential,1,0,8.4,0.578,0,0,0,0,28,6,16,4,none,76.9,critical
A04527,web_app,user_lan,critical,public,1,0,6.2,0.366,1,0,111,1,438,13,23,6,none,96.0,critical
A04528,web_app,dmz,critical,confidential,1,0,3.5,0.364,0,0,0,0,45,12,25,4,full,51.4,high
A04529,server,cloud,low,confidential,1,0,6.2,0.147,0,0,0,0,557,8,23,3,partial,58.8,high
A04530,database,server_lan,low,confidential,0,0,5.8,0.356,0,0,0,0,7,4,10,0,full,9.1,low
A04531,cloud_vm,user_lan,low,internal,0,0,3.9,0.527,0,0,0,0,22,3,10,0,full,1.1,low
A04532,workstation,user_lan,low,confidential,1,1,6.7,0.475,0,0,0,0,344,4,24,5,full,61.4,high
A04533,web_app,ot,medium,internal,1,0,5.9,0.331,0,0,0,0,677,1,19,3,none,57.1,high
A04534,database,user_lan,low,confidential,0,1,7.8,0.445,0,0,0,0,688,8,8,0,partial,39.8,medium
A04535,database,ot,critical,restricted,1,0,4.5,0.161,0,0,0,0,148,8,25,5,partial,64.3,high
A04536,server,server_lan,medium,restricted,1,1,7.2,0.197,0,0,0,0,456,7,20,3,full,58.2,high
A04537,web_app,cloud,medium,confidential,1,0,5.3,0.36,0,0,0,0,120,8,22,5,full,60.6,high
A04538,cloud_vm,server_lan,critical,internal,1,1,6.3,0.264,0,0,0,0,21,11,22,0,full,57.5,high
A04539,server,user_lan,critical,public,1,1,4.5,0.313,0,0,0,0,3,6,25,1,full,61.6,high
A04540,workstation,dmz,high,confidential,1,0,5.0,0.678,0,0,0,0,268,8,29,3,full,55.5,high
A04541,server,ot,high,public,1,0,7.5,0.385,0,0,0,0,34,7,24,1,partial,44.0,medium
A04542,server,ot,critical,confidential,1,1,6.7,0.363,0,0,0,0,412,8,21,6,partial,74.3,critical
A04543,firewall,user_lan,medium,confidential,1,0,4.4,0.184,0,0,0,0,228,2,19,6,full,53.6,high
A04544,database,user_lan,critical,confidential,1,0,4.8,0.262,0,0,0,0,54,9,26,4,partial,66.9,high
A04545,workstation,user_lan,low,public,0,0,7.0,0.383,0,0,0,0,59,4,8,0,partial,7.7,low
A04546,workstation,server_lan,medium,restricted,0,0,6.3,0.207,0,0,0,0,47,1,9,1,full,8.7,low
A04547,firewall,user_lan,medium,confidential,1,0,5.7,0.214,0,0,0,0,92,16,33,4,full,39.0,medium
A04548,workstation,user_lan,low,internal,1,0,5.9,0.284,0,0,0,0,726,10,18,1,full,34.1,medium
A04549,web_app,user_lan,low,confidential,0,1,2.5,0.485,0,0,0,0,1,4,11,1,none,26.7,medium
A04550,workstation,server_lan,low,public,0,0,9.4,0.712,0,0,0,0,44,2,8,0,partial,25.5,medium
A04551,server,ot,low,confidential,1,0,7.4,0.389,1,0,166,1,478,8,23,7,none,86.0,critical
A04552,web_app,dmz,low,public,1,1,6.2,0.49,0,0,0,0,59,9,20,3,none,68.8,high
A04553,server,user_lan,medium,confidential,0,1,2.0,0.082,0,0,0,0,479,3,8,0,full,34.6,medium
A04554,web_app,dmz,high,public,1,0,4.1,0.323,0,0,0,0,465,8,22,2,full,39.3,medium
A04555,workstation,server_lan,medium,public,0,0,7.9,0.296,0,0,0,0,0,4,2,2,full,3.0,low
A04556,cloud_vm,dmz,high,internal,1,1,5.7,0.366,0,0,0,0,663,7,24,3,full,67.1,high
A04557,cloud_vm,server_lan,low,public,1,0,7.4,0.334,1,0,170,1,246,7,21,4,partial,66.4,high
A04558,web_app,user_lan,high,restricted,1,1,5.3,0.674,0,0,0,0,525,7,19,3,none,100.0,critical
A04559,server,user_lan,low,confidential,0,1,5.5,0.189,0,0,0,0,683,3,7,0,partial,36.5,medium
A04560,web_app,user_lan,medium,public,1,0,6.8,0.598,0,0,0,0,646,12,14,2,full,40.8,medium
A04561,firewall,user_lan,medium,public,0,1,7.3,0.203,0,0,0,0,7,4,4,0,full,18.8,low
A04562,workstation,server_lan,critical,confidential,1,0,3.7,0.3,0,0,0,0,423,8,16,2,full,61.2,high
A04563,workstation,dmz,critical,public,1,0,6.8,0.363,0,0,0,0,12,6,22,4,full,40.5,medium
A04564,cloud_vm,user_lan,high,internal,0,1,5.5,0.09,0,0,0,0,19,3,7,0,full,38.2,medium
A04565,server,user_lan,high,public,0,1,6.0,0.231,0,0,0,0,59,4,11,2,full,24.1,medium
A04566,web_app,user_lan,medium,confidential,1,0,3.7,0.431,0,0,0,0,53,7,15,10,partial,41.2,medium
A04567,cloud_vm,server_lan,high,restricted,0,0,5.0,0.365,0,0,0,0,447,7,8,2,full,48.1,medium
A04568,server,cloud,low,public,1,0,7.5,0.232,0,0,0,0,54,8,24,5,partial,48.2,medium
A04569,database,dmz,low,restricted,1,0,4.7,0.159,0,0,0,0,51,5,20,4,partial,60.9,high
A04570,database,user_lan,critical,restricted,0,0,6.3,0.198,0,0,0,0,532,3,6,1,none,65.2,high
A04571,workstation,dmz,critical,restricted,1,0,4.7,0.383,0,0,0,0,480,8,26,4,full,76.1,critical
A04572,cloud_vm,user_lan,medium,confidential,1,0,8.0,0.596,1,0,202,1,382,10,25,4,partial,98.9,critical
A04573,server,server_lan,low,restricted,0,1,6.8,0.24,0,0,0,0,50,7,15,1,partial,32.0,medium
A04574,workstation,user_lan,low,confidential,0,0,7.4,0.221,0,0,0,0,178,3,2,0,full,24.6,medium
A04575,cloud_vm,dmz,medium,restricted,1,0,8.2,0.548,0,0,0,0,622,7,17,3,full,50.8,medium
A04576,server,user_lan,low,public,1,0,6.9,0.269,0,0,0,0,22,8,19,10,full,47.8,medium
A04577,cloud_vm,server_lan,high,confidential,1,0,8.3,0.298,0,0,0,0,6,5,14,1,partial,57.2,high
A04578,server,user_lan,low,confidential,1,0,6.9,0.214,0,0,0,0,213,6,28,2,full,54.9,high
A04579,database,dmz,low,public,1,1,5.1,0.373,0,0,0,0,505,15,31,3,full,50.5,medium
A04580,server,dmz,low,internal,1,0,4.3,0.171,0,0,0,0,103,11,29,4,full,46.6,medium
A04581,web_app,user_lan,high,public,0,1,3.3,0.101,0,0,0,0,512,7,9,0,full,43.5,medium
A04582,cloud_vm,dmz,medium,internal,1,0,4.9,0.301,0,0,0,0,8,11,28,6,full,45.3,medium
A04583,cloud_vm,server_lan,medium,public,0,0,7.0,0.64,1,1,334,1,386,5,5,2,partial,46.9,medium
A04584,firewall,cloud,high,internal,1,0,5.1,0.195,0,0,0,0,31,16,21,2,full,63.3,high
A04585,web_app,cloud,high,internal,1,0,5.9,0.26,0,0,0,0,723,13,27,2,partial,86.6,critical
A04586,cloud_vm,cloud,medium,confidential,0,1,4.0,0.114,0,0,0,0,408,2,6,0,full,28.3,medium
A04587,database,server_lan,high,public,1,1,7.0,0.407,0,0,0,0,34,14,30,3,none,70.6,high
A04588,cloud_vm,user_lan,low,internal,1,1,5.1,0.429,0,0,0,0,698,9,25,3,partial,56.3,high
A04589,web_app,cloud,high,internal,1,0,3.5,0.262,0,0,0,0,113,10,20,5,none,61.4,high
A04590,cloud_vm,dmz,medium,internal,1,1,8.2,0.254,0,0,0,0,47,7,22,4,full,77.3,critical
A04591,server,cloud,critical,public,1,0,5.2,0.587,0,0,0,0,34,6,23,4,full,52.5,high
A04592,database,dmz,critical,restricted,1,1,6.5,0.334,0,0,0,0,70,9,31,7,full,80.8,critical
A04593,web_app,ot,high,internal,1,0,6.4,0.219,0,0,0,0,599,13,24,3,none,85.0,critical
A04594,server,user_lan,critical,internal,0,0,5.3,0.331,0,0,0,0,406,2,10,1,full,22.0,low
A04595,server,user_lan,low,internal,0,1,7.7,0.335,0,0,0,0,34,6,7,1,full,18.9,low
A04596,firewall,user_lan,high,restricted,0,0,8.4,0.267,0,0,0,0,13,4,8,0,full,28.7,medium
A04597,workstation,server_lan,low,internal,0,0,7.3,0.7,0,0,0,0,28,6,4,0,full,3.8,low
A04598,server,server_lan,low,internal,0,0,6.0,0.314,0,0,0,0,490,5,10,1,full,1.4,low
A04599,workstation,cloud,medium,confidential,1,1,6.5,0.214,0,0,0,0,636,7,30,1,full,63.5,high
A04600,workstation,user_lan,high,internal,1,0,4.9,0.324,0,0,0,0,39,8,26,1,partial,59.8,high
A04601,web_app,user_lan,high,internal,1,0,3.6,0.188,0,0,0,0,160,4,19,5,none,52.7,high
A04602,firewall,server_lan,high,restricted,1,1,2.8,0.179,0,0,0,0,34,3,23,3,full,64.7,high
A04603,firewall,user_lan,medium,restricted,0,1,7.7,0.24,0,0,0,0,39,2,12,1,full,24.3,medium
A04604,web_app,server_lan,critical,confidential,1,0,6.3,0.238,1,1,660,1,224,11,26,6,full,91.5,critical
A04605,web_app,server_lan,critical,public,1,1,8.6,0.463,1,0,57,1,375,13,20,9,full,95.2,critical
A04606,workstation,ot,high,confidential,1,0,8.2,0.567,0,0,0,0,9,11,19,3,none,69.1,high
A04607,cloud_vm,user_lan,low,restricted,0,1,8.0,0.154,0,0,0,0,24,1,10,0,full,14.2,low
A04608,server,user_lan,medium,restricted,1,1,5.9,0.261,0,0,0,0,7,5,23,2,full,46.9,medium
A04609,server,ot,high,public,1,0,6.4,0.168,0,0,0,0,54,15,22,4,none,67.8,high
A04610,firewall,server_lan,critical,public,1,1,7.1,0.316,0,0,0,0,5,12,17,6,partial,84.9,critical
A04611,cloud_vm,ot,low,public,1,1,2.6,0.707,0,0,0,0,699,5,23,3,partial,65.2,high
A04612,workstation,user_lan,medium,confidential,0,1,6.4,0.327,0,0,0,0,348,4,4,1,partial,31.2,medium
A04613,web_app,user_lan,medium,internal,1,1,6.7,0.608,1,1,337,1,452,11,23,2,full,99.6,critical
A04614,database,server_lan,low,internal,1,1,6.7,0.266,0,0,0,0,38,15,18,4,full,39.1,medium
A04615,workstation,dmz,high,internal,0,0,6.1,0.272,0,0,0,0,221,3,7,3,partial,31.8,medium
A04616,workstation,user_lan,low,internal,0,0,7.1,0.308,0,0,0,0,48,1,12,0,full,2.5,low
A04617,server,dmz,medium,restricted,1,1,6.7,0.217,0,0,0,0,23,13,24,5,full,87.5,critical
A04618,database,dmz,high,internal,1,1,6.1,0.416,0,0,0,0,21,8,12,3,full,56.7,high
A04619,workstation,user_lan,medium,internal,1,0,5.9,0.158,0,0,0,0,40,12,17,3,full,21.0,low
A04620,database,cloud,low,confidential,1,1,8.6,0.624,1,0,167,1,105,11,27,14,full,82.9,critical
A04621,server,server_lan,medium,confidential,1,1,7.4,0.26,0,0,0,0,20,16,19,4,full,69.7,high
A04622,firewall,cloud,medium,confidential,1,1,7.6,0.397,0,0,0,0,44,8,26,2,partial,79.8,critical
A04623,web_app,ot,critical,confidential,1,0,7.5,0.589,0,0,0,0,15,8,30,6,none,91.4,critical
A04624,cloud_vm,cloud,high,public,1,0,6.7,0.533,0,0,0,0,659,10,33,4,full,58.9,high
A04625,server,cloud,critical,public,1,1,7.8,0.505,0,0,0,0,37,5,20,8,full,79.5,critical
A04626,web_app,user_lan,low,public,1,1,8.6,0.465,0,0,0,0,51,11,28,4,partial,67.5,high
A04627,cloud_vm,server_lan,high,confidential,0,0,5.2,0.161,0,0,0,0,346,5,3,1,full,28.4,medium
A04628,workstation,server_lan,medium,restricted,1,1,8.1,0.491,0,0,0,0,11,8,21,5,full,47.1,medium
A04629,server,ot,high,internal,1,1,6.1,0.61,1,0,519,1,46,14,18,5,partial,89.6,critical
A04630,workstation,user_lan,medium,confidential,1,0,6.6,0.409,0,0,0,0,28,9,16,7,full,51.3,medium
A04631,workstation,cloud,low,confidential,0,1,7.5,0.464,0,0,0,0,43,3,7,1,full,30.8,medium
A04632,workstation,ot,low,restricted,0,0,9.1,0.846,0,0,0,0,714,3,5,2,none,49.8,medium
A04633,workstation,server_lan,high,internal,0,0,6.6,0.362,1,1,566,1,435,6,8,1,full,36.7,medium
A04634,workstation,server_lan,high,public,0,0,4.5,0.271,0,0,0,0,103,5,6,1,full,16.8,low
A04635,web_app,user_lan,low,confidential,1,0,8.0,0.362,0,0,0,0,320,6,19,3,full,54.9,high
A04636,server,dmz,high,confidential,1,1,3.9,0.28,0,0,0,0,50,6,28,1,full,53.1,high
A04637,workstation,user_lan,high,confidential,1,0,7.7,0.442,0,0,0,0,36,8,18,2,full,38.5,medium
A04638,web_app,cloud,medium,restricted,1,0,8.1,0.696,1,0,232,0,5,4,22,4,full,56.1,high
A04639,server,user_lan,medium,internal,0,1,7.1,0.362,0,0,0,0,511,7,9,0,partial,27.2,medium
A04640,server,server_lan,critical,confidential,1,1,4.6,0.408,0,0,0,0,351,5,18,3,full,63.7,high
A04641,server,cloud,high,internal,1,1,8.6,0.223,0,0,0,0,3,10,26,3,partial,75.8,critical
A04642,server,server_lan,high,internal,0,1,8.4,0.362,0,0,0,0,697,2,10,0,full,36.9,medium
A04643,database,cloud,high,internal,1,1,5.6,0.237,0,0,0,0,421,10,27,3,none,100.0,critical
A04644,server,dmz,high,public,1,0,6.0,0.609,1,0,96,1,122,5,23,8,partial,86.9,critical
A04645,workstation,cloud,low,public,1,0,7.2,0.163,0,0,0,0,8,8,33,3,full,34.4,medium
A04646,firewall,user_lan,critical,confidential,0,0,3.6,0.088,0,0,0,0,24,5,11,0,partial,27.3,medium
A04647,cloud_vm,user_lan,low,restricted,1,0,5.0,0.212,0,0,0,0,177,6,17,4,full,52.0,high
A04648,server,user_lan,high,internal,0,0,5.4,0.258,0,0,0,0,11,6,4,1,partial,35.9,medium
A04649,workstation,server_lan,critical,internal,0,1,4.0,0.329,0,0,0,0,722,2,7,0,partial,48.7,medium
A04650,database,user_lan,high,public,0,0,6.6,0.406,0,0,0,0,46,7,5,2,full,43.1,medium
A04651,cloud_vm,cloud,medium,internal,0,0,4.9,0.183,0,0,0,0,48,7,14,0,full,19.9,low
A04652,cloud_vm,cloud,low,internal,0,0,7.4,0.275,0,0,0,0,4,6,9,0,partial,21.7,low
A04653,server,server_lan,medium,confidential,1,0,5.7,0.372,0,0,0,0,31,8,17,1,full,53.1,high
A04654,server,user_lan,medium,restricted,1,1,9.2,0.335,0,0,0,0,41,10,19,3,full,63.9,high
A04655,workstation,cloud,low,internal,0,0,7.5,0.266,0,0,0,0,51,3,7,1,partial,8.2,low
A04656,cloud_vm,cloud,low,confidential,1,0,3.2,0.675,0,0,0,0,532,4,23,2,full,43.5,medium
A04657,cloud_vm,user_lan,critical,confidential,0,0,3.7,0.344,0,0,0,0,582,4,7,1,partial,46.5,medium
A04658,server,dmz,medium,public,1,1,6.9,0.259,1,0,223,1,323,17,14,5,full,85.9,critical
A04659,database,ot,medium,internal,1,1,6.2,0.405,0,0,0,0,30,8,22,6,full,65.4,high
A04660,server,server_lan,low,public,1,0,7.0,0.566,1,1,365,1,480,14,20,2,partial,86.1,critical
A04661,web_app,server_lan,high,internal,1,1,4.5,0.289,0,0,0,0,55,7,22,5,partial,74.1,critical
A04662,cloud_vm,cloud,medium,restricted,1,0,6.3,0.3,0,0,0,0,280,10,20,4,partial,79.5,critical
A04663,workstation,server_lan,high,internal,0,1,7.1,0.454,0,0,0,0,10,1,6,1,partial,40.5,medium
A04664,server,cloud,medium,internal,1,1,5.9,0.269,0,0,0,0,498,6,19,5,partial,61.7,high
A04665,database,dmz,low,public,1,0,7.2,0.389,0,0,0,0,40,12,18,3,full,43.7,medium
A04666,workstation,cloud,medium,internal,1,0,8.3,0.41,0,0,0,0,683,7,16,3,full,58.6,high
A04667,cloud_vm,ot,low,restricted,1,0,5.6,0.381,0,0,0,0,154,11,22,3,none,66.0,high
A04668,workstation,ot,high,internal,1,0,7.0,0.462,0,0,0,0,64,4,18,2,none,63.2,high
A04669,cloud_vm,ot,low,confidential,1,0,6.4,0.221,0,0,0,0,35,3,22,2,none,36.0,medium
