text_length,word_count,avg_word_length,max_token_length,uppercase_ratio,digit_ratio,punct_ratio,line_count,non_ascii_ratio,zero_width_count,url_count,trigger_keyword_count,role_keyword_count,delimiter_marker_count,has_base64_blob,carrier,language,label
220,27,6.741,15,0.064,0.0045,0.2545,7,0.1045,23,0,0,0,0,0,tool_output,en,injection
93,14,5.643,10,0.0256,0.0,0.0108,3,0.0,0,0,0,0,0,0,document,en,benign
110,17,5.471,10,0.033,0.0,0.0182,3,0.0,0,0,0,0,0,0,web_page,en,benign
108,16,5.75,11,0.0341,0.0,0.037,3,0.0,0,0,0,1,0,0,web_page,en,benign
202,25,6.88,18,0.078,0.0198,0.1337,5,0.0,0,0,3,0,0,0,html_metadata,en,injection
83,13,5.385,10,0.0308,0.0241,0.0361,3,0.0,0,0,1,0,0,0,product_review,en,benign
126,18,6.0,13,0.0645,0.0714,0.0397,3,0.0,0,0,1,0,0,0,support_ticket,en,benign
295,49,4.959,13,0.03,0.0,0.0339,10,0.0,0,0,1,1,0,0,email,fr,injection
101,16,5.312,11,0.0263,0.0198,0.0693,3,0.0,0,0,1,0,0,0,product_review,fr,benign
284,43,5.558,12,0.0429,0.0493,0.0493,7,0.0,0,0,1,0,0,0,support_ticket,pt,injection
225,30,6.5,12,0.0385,0.0,0.1733,6,0.1067,24,0,1,3,0,0,chat_log,en,injection
326,45,6.244,14,0.1161,0.1319,0.0429,6,0.0,0,0,0,0,0,0,web_page,fr,injection
85,15,4.667,11,0.0308,0.0235,0.0353,3,0.0,0,0,0,0,0,0,product_review,en,benign
242,38,5.316,13,0.0638,0.0083,0.0496,7,0.0,0,0,0,0,0,0,document,en,injection
272,40,5.8,11,0.0306,0.0074,0.125,3,0.0919,25,0,0,0,0,0,product_review,en,injection
181,23,6.652,18,0.0246,0.0221,0.1492,5,0.0,0,0,1,0,0,0,html_metadata,en,benign
292,43,5.744,13,0.0594,0.0479,0.0445,7,0.0,0,0,0,0,0,0,support_ticket,en,injection
255,39,5.538,12,0.0238,0.0,0.0235,3,0.0,0,0,0,0,0,0,web_page,pt,benign
243,44,4.477,10,0.071,0.0165,0.0412,7,0.0,0,0,0,0,1,0,document,en,injection
430,34,11.588,204,0.3145,0.0953,0.0349,7,0.0,0,0,1,0,0,1,support_ticket,en,injection
105,16,5.562,13,0.0357,0.0,0.0476,3,0.0,0,0,1,0,0,0,web_page,en,benign
212,27,6.444,19,0.0127,0.0,0.0708,4,0.0,0,0,3,1,0,0,code_comment,en,injection
222,40,4.5,11,0.0723,0.0225,0.0405,8,0.0,0,0,1,0,0,0,pdf_text,en,benign
96,17,4.647,9,0.0274,0.0208,0.0417,3,0.0,0,0,1,0,0,0,product_review,fr,benign
248,42,4.905,13,0.0259,0.0081,0.0444,3,0.0,0,0,0,0,0,0,product_review,fr,injection
132,18,6.333,13,0.0306,0.0682,0.0455,3,0.0,0,0,0,1,0,0,support_ticket,en,benign
301,45,5.644,36,0.0409,0.0465,0.0631,7,0.0,0,1,0,0,0,0,support_ticket,fr,injection
258,36,6.167,18,0.011,0.0,0.155,6,0.093,24,0,0,0,0,0,chat_log,en,injection
217,39,4.513,11,0.0741,0.023,0.0415,8,0.0,0,0,0,0,0,0,pdf_text,en,benign
192,23,7.348,16,0.1642,0.0469,0.1354,4,0.0,0,0,1,2,0,0,api_response,en,injection
201,23,7.739,37,0.0657,0.0348,0.1692,4,0.0,0,1,0,0,0,0,api_response,en,injection
80,13,5.154,11,0.0312,0.0,0.0375,3,0.0,0,0,0,1,0,0,email,en,benign
202,27,6.481,16,0.0621,0.0347,0.1139,4,0.0,0,0,2,1,0,0,api_response,en,injection
98,16,5.125,13,0.0274,0.0408,0.051,3,0.0,0,0,2,0,0,0,product_review,en,benign
173,25,5.92,16,0.1008,0.0405,0.1272,4,0.0,0,0,0,0,0,0,api_response,en,injection
270,37,6.297,13,0.0223,0.0,0.0333,3,0.0,0,0,0,0,0,0,web_page,fr,benign
139,18,6.722,16,0.0968,0.0504,0.1511,4,0.0,0,0,0,0,0,0,api_response,en,benign
220,37,4.946,13,0.0286,0.0091,0.0273,3,0.0,0,0,0,0,0,0,product_review,en,injection
104,19,4.474,10,0.0779,0.0385,0.0385,3,0.0,0,0,2,0,0,0,rag_chunk,en,benign
126,16,6.875,16,0.0189,0.0,0.0317,3,0.0,0,0,2,4,0,0,email,fr,benign
249,40,5.225,16,0.0255,0.008,0.0442,3,0.0,0,0,0,0,0,0,product_review,fr,injection
199,37,4.297,9,0.0592,0.005,0.0302,10,0.0,0,0,1,0,1,0,email,en,benign
216,28,6.714,16,0.0701,0.0324,0.1111,4,0.1157,0,0,0,0,0,0,api_response,en,injection
199,36,4.444,11,0.0588,0.005,0.0302,10,0.0,0,0,1,0,0,0,email,en,benign
85,13,5.538,9,0.0625,0.0471,0.0471,3,0.0,0,0,1,0,0,0,rag_chunk,en,benign
194,24,7.125,21,0.0093,0.2268,0.0928,4,0.0,0,0,0,0,0,0,tool_output,en,injection
167,21,6.952,16,0.0862,0.0419,0.1377,4,0.0,0,0,0,0,0,0,api_response,en,injection
259,45,4.756,12,0.0242,0.0,0.027,3,0.0,0,0,0,0,1,0,web_page,en,benign
102,15,5.867,10,0.0588,0.0,0.0294,2,0.0,0,0,1,0,0,0,chat_log,en,benign
242,12,19.167,140,0.2886,0.0868,0.0289,4,0.0,0,0,1,0,0,1,support_ticket,en,injection
155,19,7.158,36,0.0244,0.0065,0.071,4,0.0,0,1,0,0,0,0,support_ticket,en,injection
179,22,7.182,21,0.0143,0.0,0.095,4,0.0,0,0,0,0,0,0,tool_output,en,injection
228,35,5.514,14,0.2717,0.0,0.0877,9,0.0,0,0,0,2,0,0,chat_log,en,injection
99,16,5.188,10,0.037,0.0,0.0202,3,0.0,0,0,0,0,0,0,web_page,fr,benign
309,44,6.023,13,0.0195,0.0,0.0291,3,0.0,0,0,0,0,0,0,web_page,fr,injection
151,27,4.63,10,0.0165,0.0132,0.0132,2,0.0,0,0,1,1,0,0,chat_log,en,benign
91,13,6.0,12,0.0286,0.022,0.0659,3,0.0,0,0,1,0,0,0,product_review,en,benign
97,14,5.929,12,0.0253,0.0,0.0412,3,0.0,0,0,3,0,0,0,email,en,benign
110,19,4.789,11,0.0568,0.0,0.0273,3,0.0,0,0,1,0,0,0,web_page,fr,benign
216,33,5.545,22,0.1667,0.0,0.0972,6,0.1528,0,0,0,0,4,0,email,en,injection
183,31,4.903,10,0.0276,0.0109,0.0273,3,0.0,0,0,0,0,0,0,product_review,en,benign
172,28,5.143,13,0.0299,0.0116,0.0465,3,0.0,0,0,0,0,0,0,product_review,fr,benign
226,37,5.108,13,0.0335,0.0088,0.0354,3,0.0973,0,0,0,0,0,0,product_review,en,injection
247,35,6.057,13,0.0337,0.0081,0.1296,3,0.0891,22,0,0,0,0,0,product_review,fr,injection
229,39,4.821,12,0.0694,0.0218,0.0437,8,0.0,0,0,0,0,0,0,pdf_text,en,benign
123,16,6.688,26,0.023,0.0894,0.065,3,0.0,0,0,1,0,0,0,rag_chunk,en,benign
216,29,6.276,18,0.02,0.0185,0.1296,5,0.0,0,0,0,0,0,0,html_metadata,en,injection
226,36,5.194,13,0.0391,0.0,0.0354,10,0.0,0,0,0,0,0,0,email,fr,benign
244,31,6.516,19,0.1006,0.0082,0.082,4,0.1516,0,0,3,0,0,0,code_comment,en,injection
203,28,6.179,14,0.0311,0.0099,0.0493,7,0.0,0,0,0,0,0,0,email,fr,benign
185,23,7.087,21,0.0139,0.0,0.0973,4,0.0,0,0,3,0,0,0,tool_output,en,injection
207,29,5.759,27,0.0538,0.0048,0.1739,7,0.0,0,1,1,0,0,0,tool_output,en,injection
272,37,6.351,14,0.0271,0.0221,0.0294,3,0.0,0,0,0,0,0,0,rag_chunk,fr,benign
305,52,4.865,13,0.0255,0.0,0.059,3,0.0,0,0,0,0,0,0,web_page,en,injection
108,18,5.0,10,0.0341,0.0,0.0185,3,0.0,0,0,1,0,0,0,web_page,en,benign
219,27,7.074,22,0.1455,0.0457,0.0731,8,0.0,0,0,1,3,0,0,calendar_invite,en,injection
313,26,11.038,152,0.3135,0.0639,0.0479,6,0.0,0,0,1,0,0,1,chat_log,en,injection
311,42,6.357,19,0.0526,0.045,0.1383,7,0.0997,31,0,0,0,0,0,support_ticket,en,injection
222,39,4.692,10,0.0301,0.009,0.0676,6,0.0,0,0,0,0,1,0,chat_log,en,injection
92,15,5.133,11,0.0405,0.0,0.0326,3,0.0,0,0,0,1,0,0,web_page,en,benign
112,19,4.895,12,0.0225,0.0179,0.0179,3,0.0,0,0,4,0,0,0,email,en,benign
169,28,5.036,12,0.0299,0.0118,0.0296,3,0.0,0,0,0,0,0,0,product_review,en,benign
117,14,7.357,26,0.0233,0.0684,0.0684,3,0.0,0,0,1,0,0,0,rag_chunk,en,benign
174,29,5.0,12,0.1364,0.046,0.0287,3,0.0,0,0,0,2,0,0,rag_chunk,en,benign
99,13,6.615,12,0.0244,0.0,0.0404,3,0.0,0,0,0,0,0,0,email,fr,benign
95,16,4.938,10,0.0563,0.0421,0.0421,3,0.0,0,0,1,0,0,0,rag_chunk,en,benign
287,46,5.196,14,0.2621,0.0488,0.0627,10,0.0,0,0,0,2,0,0,support_ticket,fr,injection
248,37,5.703,16,0.0249,0.0081,0.0323,3,0.121,0,0,0,0,0,0,product_review,en,injection
188,31,5.0,10,0.0694,0.0106,0.0479,7,0.0,0,0,0,0,0,0,document,en,benign
196,30,5.533,12,0.039,0.0306,0.0306,3,0.0,0,0,0,0,0,0,rag_chunk,en,benign
211,23,8.217,43,0.0467,0.0,0.1848,6,0.0,0,1,0,0,0,0,html_metadata,en,injection
255,40,5.375,20,0.0244,0.0078,0.0314,3,0.0,0,0,0,0,0,0,product_review,en,injection
199,25,6.96,38,0.0588,0.0,0.191,5,0.1256,25,1,0,0,0,0,email,en,injection
372,61,5.066,14,0.0418,0.1613,0.0269,7,0.0,0,0,0,0,0,0,document,fr,injection
237,36,5.583,12,0.0374,0.0253,0.0338,3,0.0,0,0,3,0,0,0,rag_chunk,en,injection
272,37,6.297,25,0.0636,0.0147,0.0331,7,0.0,0,0,1,0,0,0,document,en,injection
88,18,3.889,8,0.0441,0.0,0.0227,3,0.0,0,0,1,0,0,0,web_page,en,benign
100,13,6.692,13,0.0641,0.04,0.05,3,0.0,0,0,2,3,0,0,rag_chunk,en,benign
216,34,5.353,11,0.016,0.1991,0.0648,6,0.0,0,0,0,0,0,0,chat_log,en,injection
373,47,6.936,39,0.0594,0.0295,0.0777,3,0.0,0,0,0,0,0,0,rag_chunk,fr,injection
152,22,5.909,22,0.04,0.0,0.0329,5,0.0,0,0,0,0,0,0,email,en,injection
132,19,5.947,14,0.0189,0.0,0.053,3,0.0,0,0,4,0,0,0,email,fr,benign
209,34,5.147,10,0.0301,0.0096,0.0335,3,0.0,0,0,0,0,0,0,product_review,en,injection
353,58,5.052,14,0.0321,0.0113,0.0255,7,0.0,0,0,1,1,0,0,document,fr,injection
258,41,5.244,18,0.0645,0.0194,0.0814,10,0.0,0,0,3,1,6,0,pdf_text,en,injection
195,24,6.667,19,0.014,0.0,0.0821,4,0.0,0,0,3,0,0,0,code_comment,en,benign
175,21,7.095,18,0.0339,0.0229,0.1543,5,0.0,0,0,0,0,0,0,html_metadata,en,benign
105,20,4.25,10,0.0602,0.0,0.019,3,0.0,0,0,2,0,0,0,web_page,en,benign
244,37,5.595,12,0.041,0.0246,0.0246,3,0.0,0,0,0,0,0,0,rag_chunk,en,injection
148,23,5.435,10,0.0244,0.0,0.0135,3,0.0,0,0,0,1,0,0,web_page,en,benign
155,27,4.778,12,0.0541,0.0387,0.0774,4,0.0,0,0,0,0,0,0,code_comment,en,benign
238,34,5.676,32,0.0296,0.0,0.0966,4,0.0,0,1,3,0,0,0,code_comment,en,injection
191,26,6.308,22,0.069,0.0419,0.0576,8,0.0,0,0,0,0,0,0,calendar_invite,en,injection
198,36,4.5,13,0.0476,0.1364,0.0455,3,0.0,0,0,0,0,0,0,product_review,en,injection
160,24,5.208,11,0.0337,0.025,0.2,7,0.0,0,0,0,0,0,0,tool_output,en,benign
305,42,6.262,14,0.209,0.0197,0.0426,6,0.0,0,0,0,2,0,0,rag_chunk,fr,injection
294,46,5.326,13,0.0342,0.0,0.0374,10,0.0,0,0,0,2,0,0,email,fr,injection
196,28,6.0,16,0.0725,0.0357,0.1173,4,0.0,0,0,0,0,0,0,api_response,en,injection
364,50,6.24,41,0.0389,0.0137,0.0659,7,0.0,0,0,0,0,0,0,document,fr,injection
90,16,4.625,8,0.029,0.0222,0.0333,3,0.0,0,0,0,0,0,0,product_review,en,benign
209,40,4.25,10,0.047,0.0287,0.0718,4,0.0,0,0,1,0,0,0,code_comment,en,injection
293,26,10.269,112,0.2681,0.0819,0.0273,3,0.0,0,0,1,0,0,1,product_review,en,injection
300,44,5.773,16,0.0579,0.0133,0.0267,7,0.0,0,0,1,0,0,0,document,en,injection
327,34,8.529,132,0.2538,0.0673,0.0245,10,0.0,0,0,2,0,0,1,email,en,injection
132,22,5.0,18,0.0283,0.0,0.0303,3,0.0,0,0,0,2,0,0,web_page,en,benign
173,27,5.407,12,0.0139,0.0,0.0116,3,0.0,0,0,4,0,0,0,document,en,benign
150,21,5.619,12,0.0465,0.0067,0.2067,7,0.0,0,0,0,0,0,0,tool_output,en,benign
250,32,6.75,36,0.0253,0.008,0.064,7,0.0,0,1,0,0,0,0,email,fr,injection
167,30,4.567,10,0.0698,0.006,0.0419,3,0.0,0,0,0,0,0,0,web_page,en,benign
221,36,5.083,12,0.0588,0.009,0.0498,7,0.0,0,0,0,0,0,0,document,en,injection
261,20,12.0,112,0.314,0.0728,0.0536,8,0.0,0,0,1,0,0,1,calendar_invite,en,injection
90,14,5.429,9,0.1081,0.0,0.0222,3,0.0,0,0,0,0,0,0,document,fr,benign
260,40,5.5,12,0.0293,0.0231,0.0346,3,0.0,0,0,2,2,0,0,rag_chunk,en,injection
122,17,6.176,14,0.0337,0.0738,0.0492,3,0.0,0,0,0,3,0,0,support_ticket,en,benign
229,30,6.467,18,0.0309,0.0175,0.1223,5,0.0,0,0,0,0,0,0,html_metadata,en,injection
215,24,8.0,43,0.0461,0.0,0.186,6,0.0,0,1,0,0,0,0,html_metadata,en,injection
161,19,7.474,22,0.1374,0.0124,0.0559,5,0.0,0,0,1,2,0,0,email,en,injection
132,15,7.867,21,0.0099,0.0,0.1212,4,0.0,0,0,0,0,0,0,tool_output,en,benign
112,16,6.0,10,0.0217,0.0,0.0357,3,0.0,0,0,2,0,0,0,email,pt,benign
77,14,4.5,11,0.0328,0.0,0.026,3,0.0,0,0,0,0,0,0,email,en,benign
208,36,4.778,10,0.063,0.1779,0.0385,3,0.0,0,0,0,0,0,0,web_page,en,injection
307,46,5.63,11,0.1502,0.013,0.0717,8,0.0,0,0,2,1,2,0,document,en,injection
279,39,6.154,13,0.0216,0.0,0.0287,3,0.0,0,0,0,0,0,0,web_page,fr,benign
158,22,5.682,11,0.0323,0.0063,0.1962,7,0.0,0,0,0,0,0,0,tool_output,en,benign
156,23,5.783,12,0.0263,0.0577,0.0577,3,0.0,0,0,3,0,0,0,support_ticket,fr,benign
289,46,5.283,10,0.1239,0.0069,0.0796,4,0.0,0,0,1,0,5,0,product_review,en,injection
121,14,7.643,26,0.022,0.0661,0.0579,3,0.0,0,0,1,0,0,0,rag_chunk,en,benign
171,23,6.435,26,0.0161,0.0468,0.0877,3,0.0,0,0,1,0,0,0,rag_chunk,en,injection
170,18,8.444,43,0.0492,0.0471,0.1235,3,0.0,0,1,1,0,0,0,rag_chunk,en,injection
208,28,6.429,32,0.0845,0.0337,0.149,4,0.0,0,1,0,0,0,0,api_response,en,injection
190,33,4.758,13,0.027,0.0105,0.0368,3,0.0,0,0,0,0,0,0,product_review,fr,benign
330,47,5.979,16,0.0491,0.0424,0.1273,7,0.0818,27,0,0,0,0,0,support_ticket,fr,injection
217,40,4.375,11,0.0745,0.023,0.0415,8,0.0,0,0,0,0,1,0,pdf_text,en,benign
135,22,5.136,12,0.0385,0.0296,0.037,3,0.0,0,0,4,0,0,0,rag_chunk,en,benign
312,48,5.458,32,0.071,0.2147,0.0801,7,0.0,0,0,0,0,0,0,support_ticket,fr,injection
213,38,4.553,11,0.0755,0.0235,0.0423,8,0.0,0,0,0,0,0,0,pdf_text,en,benign
123,20,5.15,12,0.043,0.0488,0.0325,3,0.0,0,0,4,0,0,0,rag_chunk,en,benign
140,18,6.778,16,0.0957,0.05,0.15,4,0.0,0,0,0,0,0,0,api_response,en,benign
325,51,5.333,14,0.0383,0.0123,0.0215,7,0.0,0,0,0,6,0,0,document,fr,injection
238,34,5.941,13,0.0686,0.0588,0.0504,7,0.0,0,0,0,0,0,0,support_ticket,en,benign
261,41,5.317,36,0.0649,0.0192,0.1073,8,0.0,0,1,0,0,0,0,pdf_text,en,injection
130,20,5.5,13,0.0312,0.0692,0.0308,3,0.0,0,0,1,0,0,0,support_ticket,en,benign
284,45,5.267,14,0.04,0.0141,0.0282,7,0.0,0,0,0,0,0,0,document,fr,benign
88,14,5.286,11,0.0294,0.0227,0.0455,3,0.0,0,0,0,1,0,0,product_review,en,benign
159,28,4.714,12,0.0531,0.0377,0.0818,4,0.0,0,0,0,0,0,0,code_comment,en,benign
186,28,5.643,11,0.0608,0.0161,0.0376,5,0.0,0,0,0,0,0,0,web_page,en,benign
105,19,4.526,11,0.05,0.019,0.0381,3,0.0,0,0,1,0,0,0,product_review,fr,benign
108,16,5.75,10,0.022,0.0,0.0093,3,0.0,0,0,0,0,0,0,document,en,benign
126,19,5.632,16,0.0192,0.0,0.0238,3,0.0,0,0,0,0,0,0,email,en,benign
247,45,4.444,11,0.0811,0.0202,0.0405,8,0.0,0,0,0,0,0,0,pdf_text,en,injection
83,12,5.917,12,0.0303,0.0,0.0602,3,0.0,0,0,1,0,0,0,email,en,benign
169,24,6.083,21,0.0078,0.0,0.0947,4,0.0,0,0,0,0,0,0,tool_output,en,injection
172,26,5.538,14,0.0373,0.0116,0.0465,7,0.0,0,0,0,0,0,0,email,en,benign
225,38,4.868,12,0.0702,0.0222,0.04,8,0.0,0,0,0,0,0,0,pdf_text,en,benign
226,40,4.6,10,0.0578,0.0088,0.0398,7,0.0,0,0,0,0,0,0,document,en,injection
200,37,4.405,10,0.0779,0.005,0.04,3,0.115,0,0,0,0,0,0,web_page,en,injection
170,20,7.45,22,0.0769,0.0471,0.0647,8,0.0,0,0,0,0,0,0,calendar_invite,en,benign
169,24,6.0,22,0.08,0.0473,0.0651,8,0.0,0,0,0,0,0,0,calendar_invite,en,benign
295,39,6.513,43,0.0704,0.0475,0.0881,7,0.0,0,1,0,0,0,0,support_ticket,en,injection
333,51,5.49,14,0.0522,0.012,0.024,7,0.0,0,0,0,5,0,0,document,fr,injection
330,46,6.174,32,0.03,0.0,0.0515,3,0.0,0,1,0,0,0,0,web_page,fr,injection
162,21,6.667,22,0.0826,0.0494,0.0679,8,0.0,0,0,0,0,0,0,calendar_invite,en,benign
251,39,5.359,12,0.0347,0.0,0.0279,10,0.0,0,0,0,0,0,0,email,pt,injection
267,47,4.681,19,0.1029,0.2547,0.0599,3,0.0,0,0,0,0,0,0,web_page,en,injection
301,47,5.362,13,0.0541,0.0465,0.0498,7,0.0831,0,0,0,0,0,0,support_ticket,en,injection
88,13,5.769,11,0.0563,0.0,0.0455,3,0.0,0,0,0,1,0,0,email,en,benign
312,29,9.759,140,0.2806,0.0705,0.0256,3,0.0,0,0,1,0,0,1,product_review,en,injection
233,34,5.853,14,0.0316,0.0086,0.03,3,0.0944,0,0,0,1,0,0,product_review,en,injection
166,20,7.3,26,0.0156,0.0482,0.0542,3,0.0,0,0,3,1,0,0,rag_chunk,en,injection
123,17,6.235,12,0.0194,0.0,0.0244,3,0.0,0,0,3,0,0,0,document,en,benign
390,49,6.959,36,0.019,0.0026,0.0641,3,0.0,0,0,0,0,0,0,web_page,fr,injection
226,30,6.533,18,0.0289,0.0088,0.0796,5,0.0,0,0,3,1,6,0,product_review,en,injection
102,13,6.846,16,0.0361,0.0098,0.0392,4,0.0,0,0,0,0,0,0,support_ticket,en,benign
268,44,5.045,13,0.0464,0.0522,0.0485,7,0.0,0,0,0,0,0,0,support_ticket,fr,injection
150,21,6.143,22,0.0484,0.0,0.0333,5,0.0,0,0,1,1,0,0,email,en,injection
305,45,5.778,12,0.1061,0.0,0.0492,4,0.0,0,0,1,1,2,0,web_page,pt,injection
140,21,5.667,11,0.0172,0.0,0.0214,3,0.0,0,0,0,1,0,0,email,en,benign
240,13,17.462,132,0.3168,0.0833,0.0208,5,0.0,0,0,1,0,0,1,email,en,injection
200,27,6.407,16,0.3885,0.035,0.135,7,0.0,0,0,0,2,0,0,api_response,en,injection
96,15,5.4,10,0.025,0.0,0.0104,3,0.0,0,0,0,0,0,0,document,fr,benign
136,16,7.5,16,0.0978,0.0515,0.1544,4,0.0,0,0,0,0,0,0,api_response,en,benign
172,24,6.167,16,0.075,0.0407,0.1221,4,0.0,0,0,0,0,0,0,api_response,en,injection
240,41,4.854,10,0.0582,0.0042,0.0375,3,0.0,0,0,0,0,0,0,web_page,en,injection
328,53,5.151,14,0.0342,0.0122,0.0183,7,0.0,0,0,0,0,0,0,document,fr,injection
144,18,7.0,22,0.041,0.0,0.0278,5,0.1042,0,0,0,0,0,0,email,en,injection
150,22,5.818,22,0.0496,0.0,0.0467,5,0.0,0,0,0,0,0,0,email,en,injection
